Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Hurt,Elvis Presley,1976,"['rock-and-roll', 'rockabilly']",0.894,0.607,127453,0.479,0.668,2,0.182,-10.492,1,0.0273,111.368,3,train
Viva Las Vegas (Bonus Track),Elvis Presley,2022,"['rock-and-roll', 'rockabilly']",0.819,0.608,144840,0.567,0.0,7,0.344,-11.297,1,0.0445,144.022,4,train
(Let Me Be Your) Teddy Bear,Elvis Presley,1957,"['rock-and-roll', 'rockabilly']",0.825,0.633,107187,0.399,0.0,0,0.326,-12.483,1,0.171,87.987,4,train
It's Now or Never,Elvis Presley,2002,"['rock-and-roll', 'rockabilly']",0.642,0.643,194600,0.491,0.00972,4,0.286,-9.312,1,0.0344,126.399,4,train
Jailhouse Rock,Elvis Presley,2002,"['rock-and-roll', 'rockabilly']",0.314,0.635,155333,0.672,5.03e-06,10,0.0688,-6.788,0,0.0637,166.903,4,train
How Great Thou Art,Elvis Presley,1967,"['rock-and-roll', 'rockabilly']",0.913,0.163,181293,0.149,0.0991,10,0.114,-14.49,1,0.0332,198.734,3,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Poker Face,Lady Gaga,2008,"['art pop', 'dance pop', 'pop']",0.118,0.851,237200,0.806,1.64e-06,4,0.121,-4.62,1,0.0787,118.999,4,train
Just Dance,"Lady Gaga, Colby O'Donis",2008,"['art pop', 'dance pop', 'pop']",0.0264,0.822,241933,0.739,4.26e-05,1,0.181,-4.541,0,0.0311,118.992,4,train
Bad Romance,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",0.00314,0.696,294573,0.921,5.24e-05,0,0.0842,-3.755,1,0.0363,119.001,4,train
Shallow,"Lady Gaga, Bradley Cooper",2018,"['art pop', 'dance pop', 'pop']",0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,train
Paparazzi,Lady Gaga,2008,"['art pop', 'dance pop', 'pop']",0.113,0.762,208307,0.692,0.0,5,0.094,-3.973,0,0.0438,114.906,4,train
Telephone,"Lady Gaga, Beyoncé",2009,"['art pop', 'dance pop', 'pop']",0.00587,0.825,220627,0.832,0.000789,5,0.114,-5.853,0,0.0403,122.021,4,train
LoveGame,Lady Gaga,2008,"['art pop', 'dance pop', 'pop']",0.00569,0.894,216333,0.678,2.43e-06,6,0.317,-5.611,0,0.0523,105.024,4,train
Applause,Lady Gaga,2013,"['art pop', 'dance pop', 'pop']",0.0265,0.669,212333,0.78,1.63e-06,7,0.143,-4.287,0,0.053,139.945,4,train
Judas,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.000967,0.661,249067,0.937,1.59e-05,10,0.355,-3.83,0,0.0744,131.001,4,train
Always Remember Us This Way,Lady Gaga,2018,"['art pop', 'dance pop', 'pop']",0.299,0.553,210200,0.502,0.0,0,0.764,-5.972,1,0.0409,129.976,4,train
Born This Way,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.00327,0.587,260253,0.828,0.0,11,0.331,-5.108,1,0.161,123.907,4,train
Bloody Mary,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.0107,0.591,244760,0.637,1.95e-06,9,0.113,-6.365,0,0.03,99.998,4,train
Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",2020,"['art pop', 'dance pop', 'pop']",0.021,0.672,182200,0.855,0.0,9,0.323,-3.764,1,0.0397,123.056,4,train
Million Reasons,Lady Gaga,2016,"['art pop', 'dance pop', 'pop']",0.494,0.666,205280,0.423,0.0,0,0.106,-8.012,1,0.043,129.89,4,train
Heavy Metal Lover,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",7.76e-05,0.6,252547,0.649,0.14,1,0.218,-8.384,1,0.0593,115.952,4,train
Alejandro,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",0.000358,0.626,274213,0.799,0.00155,11,0.36,-6.612,0,0.046,98.992,4,train
Government Hooker,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.000141,0.662,254267,0.797,0.0508,7,0.64,-6.735,1,0.0356,119.98,4,train
Monster,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",0.00124,0.694,249280,0.801,0.0,9,0.479,-4.503,0,0.0441,119.969,4,train
The Edge Of Glory,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.000343,0.581,320587,0.772,0.0191,9,0.11,-6.544,1,0.0401,127.952,4,train
Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",2020,"['art pop', 'dance pop', 'pop']",0.021,0.672,182200,0.855,0.0,9,0.323,-3.764,1,0.0397,123.056,4,train
Stupid Love,Lady Gaga,2020,"['art pop', 'dance pop', 'pop']",0.00173,0.68,193533,0.825,0.000122,8,0.27,-4.296,1,0.0702,117.987,4,train
Hold My Hand,Lady Gaga,2022,"['art pop', 'dance pop', 'pop']",0.0387,0.519,225300,0.617,0.0,7,0.401,-4.287,1,0.0313,147.708,3,train
Shallow - Radio Edit,"Lady Gaga, Bradley Cooper",2018,"['art pop', 'dance pop', 'pop']",0.416,0.575,217213,0.33,0.0,7,0.0872,-6.557,1,0.031,95.801,4,train
Yoü And I,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.075,0.518,307347,0.709,0.0,2,0.0935,-5.234,1,0.0476,127.083,4,train
Americano,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.000622,0.608,246533,0.848,3.93e-06,1,0.429,-5.086,1,0.0326,127.999,4,train
Always Remember Us This Way,Lady Gaga,2018,"['art pop', 'dance pop', 'pop']",0.299,0.553,210200,0.502,0.0,0,0.764,-5.972,1,0.0409,129.976,4,train
G.U.Y.,Lady Gaga,2013,"['art pop', 'dance pop', 'pop']",0.0141,0.616,232667,0.919,0.0,5,0.117,-3.468,0,0.0401,110.008,4,train
Telephone,"Lady Gaga, Beyoncé",2009,"['art pop', 'dance pop', 'pop']",0.00521,0.824,220640,0.836,0.000817,3,0.112,-5.903,1,0.0404,122.014,4,train
The Cure,Lady Gaga,2017,"['art pop', 'dance pop', 'pop']",0.0792,0.697,211364,0.506,0.0,8,0.0893,-4.863,1,0.0325,100.002,4,train
Hold My Hand,Lady Gaga,2022,"['art pop', 'dance pop', 'pop']",0.0403,0.53,225280,0.612,0.0,7,0.393,-4.286,1,0.0331,148.009,3,train
Alejandro,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",0.000397,0.623,274213,0.793,0.0015,11,0.375,-6.63,0,0.0462,98.998,4,train
Replay,Lady Gaga,2020,"['art pop', 'dance pop', 'pop']",0.00792,0.658,186653,0.878,0.0,1,0.944,-3.875,1,0.123,122.015,4,train
I'll Never Love Again - Film Version,"Lady Gaga, Bradley Cooper",2018,"['art pop', 'dance pop', 'pop']",0.763,0.451,281067,0.34,2.49e-06,7,0.135,-7.466,1,0.031,110.502,4,train
911,Lady Gaga,2020,"['art pop', 'dance pop', 'pop']",0.0294,0.789,172133,0.813,2.07e-06,5,0.519,-4.563,1,0.0374,116.007,4,train
Million Reasons,Lady Gaga,2016,"['art pop', 'dance pop', 'pop']",0.494,0.666,205280,0.423,0.0,0,0.106,-8.012,1,0.043,129.89,4,train
Judas,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.00108,0.664,249067,0.934,2.77e-05,10,0.27,-3.848,0,0.0697,130.982,4,train
Sour Candy (with BLACKPINK),"Lady Gaga, BLACKPINK",2020,"['art pop', 'dance pop', 'pop']",0.0604,0.752,157707,0.87,1.12e-05,9,0.489,-3.812,0,0.0623,120.006,4,train
Always Remember Us This Way,Lady Gaga,2018,"['art pop', 'dance pop', 'pop']",0.317,0.553,210200,0.506,0.0,0,0.763,-5.967,1,0.0411,130.027,4,train
Perfect Illusion,Lady Gaga,2016,"['art pop', 'dance pop', 'pop']",0.0012,0.613,182000,0.857,0.0,1,0.358,-5.492,0,0.0366,124.987,4,train
I'll Never Love Again - Extended Version,Lady Gaga,2018,"['art pop', 'dance pop', 'pop']",0.685,0.406,328893,0.359,3.67e-06,7,0.122,-6.145,1,0.0293,109.246,4,train
Starstruck,"Lady Gaga, Space Cowboy, Flo Rida",2008,"['art pop', 'dance pop', 'pop']",0.0208,0.876,217120,0.631,0.0,8,0.062,-5.939,0,0.143,102.992,4,train
Marry The Night,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.00104,0.614,264520,0.879,0.00438,0,0.41,-4.422,1,0.056,131.092,4,train
Venus,Lady Gaga,2013,"['art pop', 'dance pop', 'pop']",0.0267,0.811,233720,0.895,0.0,5,0.104,-4.304,0,0.0608,121.01,4,train
Sour Candy (with BLACKPINK),"Lady Gaga, BLACKPINK",2020,"['art pop', 'dance pop', 'pop']",0.0604,0.752,157707,0.87,1.12e-05,9,0.489,-3.812,0,0.0623,120.006,4,train
Money Honey,Lady Gaga,2008,"['art pop', 'dance pop', 'pop']",0.0132,0.775,170293,0.756,0.000302,1,0.0775,-3.231,1,0.0476,119.004,4,train
ScheiBe,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",0.0049,0.739,225467,0.97,1.06e-06,5,0.273,-4.885,0,0.118,131.003,4,train
Is That Alright?,Lady Gaga,2018,"['art pop', 'dance pop', 'pop']",0.868,0.557,191280,0.279,1.25e-05,6,0.0978,-7.757,1,0.0372,102.727,4,train
"Beautiful, Dirty, Rich",Lady Gaga,2008,"['art pop', 'dance pop', 'pop']",0.017,0.782,172413,0.906,0.0503,2,0.293,-5.229,1,0.152,120.064,4,train
Paparazzi,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",0.113,0.762,208307,0.692,0.0,5,0.094,-3.973,0,0.0438,114.906,4,train
Alice,Lady Gaga,2020,"['art pop', 'dance pop', 'pop']",0.00334,0.723,177600,0.88,0.0179,11,0.0632,-4.287,0,0.038,123.036,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Viva La Vida,Coldplay,2008,"['permanent wave', 'pop']",0.0954,0.486,242373,0.617,3.23e-06,5,0.109,-7.115,0,0.0287,138.015,4,train
Sparks,Coldplay,2000,"['permanent wave', 'pop']",0.748,0.371,227093,0.268,0.0517,1,0.104,-10.506,1,0.0281,102.617,3,train
Yellow,Coldplay,2000,"['permanent wave', 'pop']",0.00239,0.429,266773,0.661,0.000121,11,0.234,-7.227,1,0.0281,173.372,4,train
The Scientist,Coldplay,2002,"['permanent wave', 'pop']",0.731,0.557,309600,0.442,1.46e-05,5,0.11,-7.224,1,0.0243,146.277,4,train
Paradise,Coldplay,2011,"['permanent wave', 'pop']",0.0509,0.449,278719,0.585,8.75e-05,5,0.0833,-6.761,1,0.0268,139.631,4,train
A Sky Full of Stars,Coldplay,2014,"['permanent wave', 'pop']",0.00617,0.545,267867,0.675,0.00197,6,0.209,-6.474,1,0.0279,124.97,4,train
Fix You,Coldplay,2005,"['permanent wave', 'pop']",0.164,0.209,295533,0.417,0.00196,3,0.113,-8.74,1,0.0338,138.178,4,train
Clocks,Coldplay,2002,"['permanent wave', 'pop']",0.599,0.577,307880,0.749,0.0115,5,0.183,-7.215,0,0.0279,130.97,4,train
Adventure of a Lifetime,Coldplay,2015,"['permanent wave', 'pop']",0.00205,0.638,263787,0.924,0.000175,7,0.149,-3.887,1,0.036,111.995,4,train
Hymn for the Weekend,Coldplay,2015,"['permanent wave', 'pop']",0.211,0.491,258267,0.693,6.92e-06,0,0.325,-6.487,0,0.0377,90.027,4,train
My Universe,"Coldplay, BTS",2021,"['permanent wave', 'pop']",0.00813,0.588,228000,0.701,0.0,9,0.2,-6.39,1,0.0402,104.988,4,train
My Universe,"Coldplay, BTS",2021,"['permanent wave', 'pop']",0.0114,0.573,226198,0.711,0.0,1,0.328,-6.268,0,0.0406,105.006,4,train
Don't Panic,Coldplay,2000,"['permanent wave', 'pop']",0.206,0.602,136867,0.612,0.00607,0,0.107,-8.409,1,0.0335,122.062,4,train
Speed of Sound,Coldplay,2005,"['permanent wave', 'pop']",0.00488,0.514,287907,0.898,0.0345,11,0.0746,-6.765,0,0.0577,123.067,4,train
Trouble,Coldplay,2000,"['permanent wave', 'pop']",0.189,0.565,273427,0.546,0.0015,11,0.17,-7.496,0,0.0314,139.757,4,train
In My Place,Coldplay,2002,"['permanent wave', 'pop']",0.0553,0.424,226680,0.588,4.95e-06,9,0.298,-5.455,1,0.0278,144.636,4,train
Magic,Coldplay,2014,"['permanent wave', 'pop']",0.0266,0.738,285014,0.482,0.621,6,0.106,-8.917,0,0.0402,93.457,4,train
Every Teardrop Is a Waterfall,Coldplay,2011,"['permanent wave', 'pop']",0.00194,0.425,240796,0.732,0.0103,9,0.171,-6.883,1,0.0396,117.98,4,train
Green Eyes,Coldplay,2002,"['permanent wave', 'pop']",0.539,0.607,223040,0.405,6.7e-06,9,0.231,-8.607,1,0.0265,129.543,4,train
Shiver,Coldplay,2000,"['permanent wave', 'pop']",0.0334,0.396,304200,0.803,0.0,4,0.0688,-6.186,1,0.0487,116.705,3,train
Princess of China,"Coldplay, Rihanna",2011,"['permanent wave', 'pop']",0.00385,0.42,239216,0.69,0.015,9,0.287,-6.221,0,0.0347,85.014,4,train
Hymn for the Weekend - Seeb Remix,"Coldplay, Seeb",2016,"['permanent wave', 'pop']",0.00868,0.565,212647,0.849,4.68e-06,0,0.12,-3.516,0,0.0517,102.034,4,train
Violet Hill,Coldplay,2008,"['permanent wave', 'pop']",0.0614,0.33,222653,0.58,0.00129,1,0.115,-7.875,0,0.0374,76.093,4,train
Let Somebody Go,"Coldplay, Selena Gomez",2021,"['permanent wave', 'pop']",0.193,0.592,241595,0.342,0.00245,0,0.11,-8.93,1,0.0339,130.953,4,train
Charlie Brown,Coldplay,2011,"['permanent wave', 'pop']",0.0212,0.43,285160,0.74,0.00165,10,0.33,-7.072,1,0.0375,137.978,4,train
Higher Power,Coldplay,2021,"['permanent wave', 'pop']",0.00711,0.507,211295,0.828,2.44e-05,10,0.261,-6.023,1,0.0449,178.032,4,train
Everglow,Coldplay,2015,"['permanent wave', 'pop']",0.456,0.534,282693,0.445,0.0684,4,0.112,-9.155,1,0.0292,146.107,4,train
We Never Change,Coldplay,2000,"['permanent wave', 'pop']",0.535,0.433,249400,0.288,0.000169,6,0.105,-10.801,0,0.0296,136.939,3,train
Strawberry Swing,Coldplay,2008,"['permanent wave', 'pop']",0.00722,0.378,249667,0.663,0.797,1,0.191,-10.476,1,0.0458,173.136,4,train
Orphans,Coldplay,2019,"['permanent wave', 'pop']",0.0258,0.503,197533,0.808,0.00149,11,0.557,-5.051,0,0.0451,107.973,4,train
Talk,Coldplay,2005,"['permanent wave', 'pop']",0.00541,0.415,311292,0.554,0.00202,7,0.155,-10.839,0,0.0334,120.318,4,train
Up&Up,Coldplay,2015,"['permanent wave', 'pop']",0.0488,0.479,405320,0.717,0.000333,7,0.102,-5.459,1,0.0605,163.989,4,train
A Head Full of Dreams,Coldplay,2015,"['permanent wave', 'pop']",0.0021,0.449,223773,0.92,0.0167,11,0.334,-4.982,1,0.0737,122.984,4,train
Til Kingdom Come,Coldplay,2005,"['permanent wave', 'pop']",0.61,0.607,250668,0.395,0.00768,0,0.33,-9.593,1,0.0287,115.068,4,train
Warning Sign,Coldplay,2002,"['permanent wave', 'pop']",0.0942,0.532,331133,0.433,0.0121,3,0.142,-9.423,1,0.0278,140.666,4,train
God Put a Smile upon Your Face,Coldplay,2002,"['permanent wave', 'pop']",0.175,0.611,297307,0.556,7.14e-05,9,0.0359,-5.761,1,0.0288,126.532,4,train
High Speed,Coldplay,2000,"['permanent wave', 'pop']",0.396,0.495,256467,0.525,0.00736,7,0.0961,-9.342,0,0.0301,154.466,4,train
Parachutes,Coldplay,2000,"['permanent wave', 'pop']",0.871,0.555,46200,0.0845,2.27e-06,4,0.138,-18.348,1,0.0518,137.001,4,train
Always in My Head,Coldplay,2014,"['permanent wave', 'pop']",0.0127,0.495,216627,0.502,0.689,5,0.068,-9.307,1,0.0259,97.546,3,train
Politik,Coldplay,2002,"['permanent wave', 'pop']",0.0364,0.262,318627,0.482,0.000189,5,0.11,-7.75,0,0.0294,170.968,4,train
Midnight,Coldplay,2014,"['permanent wave', 'pop']",0.615,0.548,294667,0.475,0.808,1,0.0944,-12.42,1,0.0355,126.974,4,train
Spies,Coldplay,2000,"['permanent wave', 'pop']",0.0236,0.309,318773,0.673,0.000144,1,0.0635,-5.524,0,0.0319,147.599,4,train
A Message,Coldplay,2005,"['permanent wave', 'pop']",0.327,0.566,285345,0.459,0.000253,1,0.202,-9.488,1,0.0289,116.916,4,train
O,Coldplay,2014,"['permanent wave', 'pop']",0.911,0.371,323480,0.216,0.826,10,0.0934,-14.727,1,0.0358,136.998,4,train
Higher Power,Coldplay,2021,"['permanent wave', 'pop']",0.00643,0.507,206682,0.832,1.6e-05,10,0.229,-5.931,1,0.0425,177.894,4,train
Birds,Coldplay,2015,"['permanent wave', 'pop']",0.000315,0.559,229093,0.841,0.437,0,0.0816,-5.584,1,0.0332,105.009,4,train
A Rush of Blood to the Head,Coldplay,2002,"['permanent wave', 'pop']",0.156,0.525,351400,0.472,4.39e-06,5,0.29,-8.018,1,0.0255,138.39,4,train
Everything's Not Lost - Includes Hidden Track 'Life Is For Living',Coldplay,2000,"['permanent wave', 'pop']",0.104,0.374,436440,0.456,0.000176,6,0.197,-7.35,0,0.0368,135.643,4,train
Us Against the World,Coldplay,2011,"['permanent wave', 'pop']",0.845,0.507,239767,0.304,1.03e-05,0,0.0741,-11.096,1,0.0278,112.371,3,train
See You Soon,Coldplay,1999,"['permanent wave', 'pop']",0.657,0.369,171373,0.295,1.54e-05,4,0.107,-12.779,1,0.0351,92.226,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Before He Cheats,Carrie Underwood,2005,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.271,0.519,199947,0.749,0.0,6,0.119,-3.318,0,0.0405,147.905,4,train
Church Bells,Carrie Underwood,2015,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.226,0.575,193333,0.844,0.0,3,0.0538,-1.772,0,0.0633,87.007,4,train
Blown Away,Carrie Underwood,2012,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0909,0.531,240133,0.843,0.0,9,0.0283,-2.569,0,0.0429,136.991,4,train
All-American Girl,Carrie Underwood,2007,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0466,0.624,212173,0.805,0.0,9,0.328,-2.632,1,0.029,123.991,4,train
Cowboy Casanova,Carrie Underwood,2009,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0328,0.597,236787,0.82,0.0,5,0.119,-2.529,1,0.0582,119.969,4,train
"Jesus, Take the Wheel",Carrie Underwood,2005,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.665,0.359,226493,0.518,0.0,2,0.106,-3.537,1,0.0302,76.572,4,train
Out Of That Truck,Carrie Underwood,2023,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0134,0.563,177400,0.755,0.0,5,0.399,-4.504,1,0.0253,92.988,4,train
Good Girl,Carrie Underwood,2012,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0286,0.617,205560,0.839,0.0,0,0.19,-2.849,0,0.0655,128.91,4,train
Out Of That Truck,Carrie Underwood,2023,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0134,0.563,177400,0.755,0.0,5,0.399,-4.504,1,0.0253,92.988,4,train
Undo It,Carrie Underwood,2009,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.11,0.476,177253,0.84,0.0,2,0.046,-2.259,1,0.058,156.254,4,train
The Champion - Bonus Track,"Carrie Underwood, Ludacris",2018,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0529,0.529,222507,0.87,0.0,8,0.0946,-3.32,0,0.327,182.1,4,train
Dirty Laundry,Carrie Underwood,2015,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0595,0.456,204093,0.874,1.12e-05,10,0.111,-4.129,0,0.114,200.179,4,train
Two Black Cadillacs,Carrie Underwood,2012,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0223,0.555,297947,0.854,3.95e-06,5,0.0672,-4.468,0,0.0609,119.991,4,train
Last Name,Carrie Underwood,2007,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.194,0.395,241053,0.869,0.0,3,0.0874,-3.154,1,0.109,159.833,4,train
The Champion,"Carrie Underwood, Ludacris",2018,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0821,0.663,223999,0.875,0.0,6,0.124,-3.301,1,0.183,91.056,4,train
Southbound,Carrie Underwood,2018,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.00122,0.614,202853,0.884,0.0,0,0.077,-4.019,1,0.0402,100.531,4,train
Wasted,Carrie Underwood,2005,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0936,0.548,274267,0.775,0.0,8,0.0721,-3.285,1,0.0306,94.998,4,train
Something in the Water,Carrie Underwood,2014,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0243,0.451,238173,0.893,0.0,7,0.0813,-2.721,1,0.0627,139.763,4,train
Heartbeat,Carrie Underwood,2015,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.606,0.54,209920,0.766,0.0,1,0.0903,-4.478,1,0.05,139.999,4,train
See You Again,Carrie Underwood,2012,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.27,0.514,246453,0.742,1.7e-06,8,0.085,-2.525,1,0.0258,101.0,4,train
Just a Dream,Carrie Underwood,2007,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0613,0.526,284707,0.781,0.0,7,0.121,-3.673,1,0.0369,142.06,4,train
Hate My Heart,Carrie Underwood,2022,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.00958,0.524,183573,0.923,0.0,7,0.102,-3.53,1,0.085,149.972,4,train
How Great Thou Art,Carrie Underwood,2021,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.436,0.318,320627,0.427,0.0,8,0.105,-6.912,1,0.0288,92.535,4,train
Drinking Alone,Carrie Underwood,2018,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0326,0.691,258293,0.732,0.0,5,0.0608,-3.715,0,0.0294,97.949,3,train
Nothing But The Blood Of Jesus,Carrie Underwood,2021,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.44,0.465,210840,0.495,0.0,2,0.0757,-8.217,1,0.0302,121.928,4,train
Temporary Home,Carrie Underwood,2009,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.731,0.416,268560,0.354,1e-06,0,0.0925,-6.357,1,0.0263,80.767,4,train
Ghost Story,Carrie Underwood,2022,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0069,0.479,181400,0.742,0.000834,7,0.278,-5.587,1,0.0539,142.909,3,train
Mama's Song,Carrie Underwood,2009,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.442,0.341,240240,0.659,0.0,2,0.096,-5.419,1,0.0357,79.987,4,train
Little Toy Guns,Carrie Underwood,2014,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.00407,0.434,210760,0.868,1.98e-06,7,0.0919,-1.208,1,0.0603,161.886,4,train
Smoke Break,Carrie Underwood,2015,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",0.0513,0.453,198333,0.839,0.0,11,0.348,-3.702,1,0.0511,160.16,4,train
